inventory_id,film_id,store_id,last_update
70,13,2,2020-02-15 05:09:17-05
71,15,1,2020-02-15 05:09:17-05
72,15,1,2020-02-15 05:09:17-05
73,15,2,2020-02-15 05:09:17-05
74,15,2,2020-02-15 05:09:17-05
75,15,2,2020-02-15 05:09:17-05
76,15,2,2020-02-15 05:09:17-05
77,16,1,2020-02-15 05:09:17-05
78,16,1,2020-02-15 05:09:17-05
79,16,2,2020-02-15 05:09:17-05
80,16,2,2020-02-15 05:09:17-05
81,17,1,2020-02-15 05:09:17-05
82,17,1,2020-02-15 05:09:17-05
83,17,1,2020-02-15 05:09:17-05
84,17,2,2020-02-15 05:09:17-05
85,17,2,2020-02-15 05:09:17-05
86,17,2,2020-02-15 05:09:17-05
87,18,1,2020-02-15 05:09:17-05
88,18,1,2020-02-15 05:09:17-05
89,18,1,2020-02-15 05:09:17-05
90,18,2,2020-02-15 05:09:17-05
91,18,2,2020-02-15 05:09:17-05
92,18,2,2020-02-15 05:09:17-05
93,19,1,2020-02-15 05:09:17-05
94,19,1,2020-02-15 05:09:17-05
95,19,1,2020-02-15 05:09:17-05
96,19,1,2020-02-15 05:09:17-05
97,19,2,2020-02-15 05:09:17-05
98,19,2,2020-02-15 05:09:17-05
99,20,1,2020-02-15 05:09:17-05
100,20,1,2020-02-15 05:09:17-05
101,20,1,2020-02-15 05:09:17-05
102,21,1,2020-02-15 05:09:17-05
103,21,1,2020-02-15 05:09:17-05
104,21,2,2020-02-15 05:09:17-05
105,21,2,2020-02-15 05:09:17-05
106,21,2,2020-02-15 05:09:17-05
107,21,2,2020-02-15 05:09:17-05
108,22,1,2020-02-15 05:09:17-05
109,22,1,2020-02-15 05:09:17-05
110,22,1,2020-02-15 05:09:17-05
111,22,1,2020-02-15 05:09:17-05
112,22,2,2020-02-15 05:09:17-05
113,22,2,2020-02-15 05:09:17-05
114,22,2,2020-02-15 05:09:17-05
115,23,1,2020-02-15 05:09:17-05
116,23,1,2020-02-15 05:09:17-05
117,23,1,2020-02-15 05:09:17-05
118,23,2,2020-02-15 05:09:17-05
119,23,2,2020-02-15 05:09:17-05
120,24,1,2020-02-15 05:09:17-05
121,24,1,2020-02-15 05:09:17-05
122,24,1,2020-02-15 05:09:17-05
123,24,1,2020-02-15 05:09:17-05
124,25,1,2020-02-15 05:09:17-05
125,25,1,2020-02-15 05:09:17-05
126,25,1,2020-02-15 05:09:17-05
127,25,1,2020-02-15 05:09:17-05
128,25,2,2020-02-15 05:09:17-05
129,25,2,2020-02-15 05:09:17-05
130,26,1,2020-02-15 05:09:17-05
131,26,1,2020-02-15 05:09:17-05
132,26,2,2020-02-15 05:09:17-05
133,26,2,2020-02-15 05:09:17-05
134,26,2,2020-02-15 05:09:17-05
135,27,1,2020-02-15 05:09:17-05
136,27,1,2020-02-15 05:09:17-05
137,27,1,2020-02-15 05:09:17-05
138,27,1,2020-02-15 05:09:17-05
139,28,1,2020-02-15 05:09:17-05
140,28,1,2020-02-15 05:09:17-05
141,28,1,2020-02-15 05:09:17-05
142,29,1,2020-02-15 05:09:17-05
143,29,1,2020-02-15 05:09:17-05
144,30,1,2020-02-15 05:09:17-05
145,30,1,2020-02-15 05:09:17-05
146,31,1,2020-02-15 05:09:17-05
147,31,1,2020-02-15 05:09:17-05
148,31,1,2020-02-15 05:09:17-05
149,31,1,2020-02-15 05:09:17-05
150,31,2,2020-02-15 05:09:17-05
151,31,2,2020-02-15 05:09:17-05
152,31,2,2020-02-15 05:09:17-05
153,31,2,2020-02-15 05:09:17-05
154,32,2,2020-02-15 05:09:17-05
155,32,2,2020-02-15 05:09:17-05
156,34,2,2020-02-15 05:09:17-05
157,34,2,2020-02-15 05:09:17-05
158,34,2,2020-02-15 05:09:17-05
159,34,2,2020-02-15 05:09:17-05
160,35,1,2020-02-15 05:09:17-05
161,35,1,2020-02-15 05:09:17-05
162,35,1,2020-02-15 05:09:17-05
163,35,1,2020-02-15 05:09:17-05
164,35,2,2020-02-15 05:09:17-05
165,35,2,2020-02-15 05:09:17-05
166,35,2,2020-02-15 05:09:17-05
167,37,1,2020-02-15 05:09:17-05
168,37,1,2020-02-15 05:09:17-05
169,37,1,2020-02-15 05:09:17-05
170,37,1,2020-02-15 05:09:17-05
171,37,2,2020-02-15 05:09:17-05
172,37,2,2020-02-15 05:09:17-05
173,37,2,2020-02-15 05:09:17-05
174,39,1,2020-02-15 05:09:17-05
175,39,1,2020-02-15 05:09:17-05
176,39,1,2020-02-15 05:09:17-05
177,39,2,2020-02-15 05:09:17-05
178,39,2,2020-02-15 05:09:17-05
179,39,2,2020-02-15 05:09:17-05
180,39,2,2020-02-15 05:09:17-05
181,40,2,2020-02-15 05:09:17-05
182,40,2,2020-02-15 05:09:17-05
183,40,2,2020-02-15 05:09:17-05
184,40,2,2020-02-15 05:09:17-05
185,42,2,2020-02-15 05:09:17-05
186,42,2,2020-02-15 05:09:17-05
187,42,2,2020-02-15 05:09:17-05
188,42,2,2020-02-15 05:09:17-05
189,43,1,2020-02-15 05:09:17-05
190,43,1,2020-02-15 05:09:17-05
191,43,1,2020-02-15 05:09:17-05
192,43,2,2020-02-15 05:09:17-05
193,43,2,2020-02-15 05:09:17-05
194,43,2,2020-02-15 05:09:17-05
195,43,2,2020-02-15 05:09:17-05
196,44,1,2020-02-15 05:09:17-05
197,44,1,2020-02-15 05:09:17-05
198,44,2,2020-02-15 05:09:17-05
199,44,2,2020-02-15 05:09:17-05
200,44,2,2020-02-15 05:09:17-05
201,45,1,2020-02-15 05:09:17-05
202,45,1,2020-02-15 05:09:17-05
203,45,1,2020-02-15 05:09:17-05
204,45,1,2020-02-15 05:09:17-05
205,45,2,2020-02-15 05:09:17-05
206,45,2,2020-02-15 05:09:17-05
207,46,2,2020-02-15 05:09:17-05
208,46,2,2020-02-15 05:09:17-05
209,46,2,2020-02-15 05:09:17-05
210,47,2,2020-02-15 05:09:17-05
211,47,2,2020-02-15 05:09:17-05
212,48,1,2020-02-15 05:09:17-05
213,48,1,2020-02-15 05:09:17-05
214,48,2,2020-02-15 05:09:17-05
215,48,2,2020-02-15 05:09:17-05
216,49,1,2020-02-15 05:09:17-05
217,49,1,2020-02-15 05:09:17-05
218,49,1,2020-02-15 05:09:17-05
219,49,2,2020-02-15 05:09:17-05
220,49,2,2020-02-15 05:09:17-05
221,49,2,2020-02-15 05:09:17-05
222,50,1,2020-02-15 05:09:17-05
223,50,1,2020-02-15 05:09:17-05
224,50,1,2020-02-15 05:09:17-05
225,50,2,2020-02-15 05:09:17-05
226,50,2,2020-02-15 05:09:17-05
227,51,1,2020-02-15 05:09:17-05
228,51,1,2020-02-15 05:09:17-05
229,51,2,2020-02-15 05:09:17-05
230,51,2,2020-02-15 05:09:17-05
231,51,2,2020-02-15 05:09:17-05
232,51,2,2020-02-15 05:09:17-05
233,52,2,2020-02-15 05:09:17-05
234,52,2,2020-02-15 05:09:17-05
235,53,1,2020-02-15 05:09:17-05
236,53,1,2020-02-15 05:09:17-05
237,54,1,2020-02-15 05:09:17-05
238,54,1,2020-02-15 05:09:17-05
239,54,1,2020-02-15 05:09:17-05
240,54,2,2020-02-15 05:09:17-05
241,54,2,2020-02-15 05:09:17-05
242,55,1,2020-02-15 05:09:17-05
243,55,1,2020-02-15 05:09:17-05
244,55,1,2020-02-15 05:09:17-05
245,55,1,2020-02-15 05:09:17-05
246,55,2,2020-02-15 05:09:17-05
247,55,2,2020-02-15 05:09:17-05
248,56,1,2020-02-15 05:09:17-05
249,56,1,2020-02-15 05:09:17-05
250,56,1,2020-02-15 05:09:17-05
251,56,2,2020-02-15 05:09:17-05
252,56,2,2020-02-15 05:09:17-05
253,57,1,2020-02-15 05:09:17-05
254,57,1,2020-02-15 05:09:17-05
255,57,1,2020-02-15 05:09:17-05
256,57,1,2020-02-15 05:09:17-05
257,57,2,2020-02-15 05:09:17-05
258,57,2,2020-02-15 05:09:17-05
259,57,2,2020-02-15 05:09:17-05
260,58,2,2020-02-15 05:09:17-05
261,58,2,2020-02-15 05:09:17-05
262,58,2,2020-02-15 05:09:17-05
263,58,2,2020-02-15 05:09:17-05
264,59,1,2020-02-15 05:09:17-05
265,59,1,2020-02-15 05:09:17-05
266,59,1,2020-02-15 05:09:17-05
267,59,2,2020-02-15 05:09:17-05
268,59,2,2020-02-15 05:09:17-05
269,60,1,2020-02-15 05:09:17-05
270,60,1,2020-02-15 05:09:17-05
271,60,1,2020-02-15 05:09:17-05
272,61,1,2020-02-15 05:09:17-05
273,61,1,2020-02-15 05:09:17-05
274,61,1,2020-02-15 05:09:17-05
275,61,1,2020-02-15 05:09:17-05
276,61,2,2020-02-15 05:09:17-05
277,61,2,2020-02-15 05:09:17-05
278,62,2,2020-02-15 05:09:17-05
279,62,2,2020-02-15 05:09:17-05
280,63,1,2020-02-15 05:09:17-05
281,63,1,2020-02-15 05:09:17-05
282,63,2,2020-02-15 05:09:17-05
283,63,2,2020-02-15 05:09:17-05
284,64,2,2020-02-15 05:09:17-05
285,64,2,2020-02-15 05:09:17-05
286,64,2,2020-02-15 05:09:17-05
287,65,2,2020-02-15 05:09:17-05
288,65,2,2020-02-15 05:09:17-05
289,65,2,2020-02-15 05:09:17-05
290,65,2,2020-02-15 05:09:17-05
291,66,1,2020-02-15 05:09:17-05
292,66,1,2020-02-15 05:09:17-05
293,66,1,2020-02-15 05:09:17-05
294,67,1,2020-02-15 05:09:17-05
295,67,1,2020-02-15 05:09:17-05
296,67,2,2020-02-15 05:09:17-05
297,67,2,2020-02-15 05:09:17-05
298,67,2,2020-02-15 05:09:17-05
299,67,2,2020-02-15 05:09:17-05
300,68,1,2020-02-15 05:09:17-05
301,68,1,2020-02-15 05:09:17-05
302,68,2,2020-02-15 05:09:17-05
303,68,2,2020-02-15 05:09:17-05
304,69,1,2020-02-15 05:09:17-05
305,69,1,2020-02-15 05:09:17-05
306,69,1,2020-02-15 05:09:17-05
307,69,1,2020-02-15 05:09:17-05
308,69,2,2020-02-15 05:09:17-05
309,69,2,2020-02-15 05:09:17-05
310,69,2,2020-02-15 05:09:17-05
311,69,2,2020-02-15 05:09:17-05
312,70,1,2020-02-15 05:09:17-05
313,70,1,2020-02-15 05:09:17-05
314,70,2,2020-02-15 05:09:17-05
315,70,2,2020-02-15 05:09:17-05
316,71,2,2020-02-15 05:09:17-05
317,71,2,2020-02-15 05:09:17-05
318,71,2,2020-02-15 05:09:17-05
319,71,2,2020-02-15 05:09:17-05
320,72,1,2020-02-15 05:09:17-05
321,72,1,2020-02-15 05:09:17-05
322,72,1,2020-02-15 05:09:17-05
323,72,1,2020-02-15 05:09:17-05
324,72,2,2020-02-15 05:09:17-05
325,72,2,2020-02-15 05:09:17-05
326,73,1,2020-02-15 05:09:17-05
327,73,1,2020-02-15 05:09:17-05
328,73,1,2020-02-15 05:09:17-05
329,73,1,2020-02-15 05:09:17-05
330,73,2,2020-02-15 05:09:17-05
331,73,2,2020-02-15 05:09:17-05
332,73,2,2020-02-15 05:09:17-05
333,73,2,2020-02-15 05:09:17-05
334,74,1,2020-02-15 05:09:17-05
335,74,1,2020-02-15 05:09:17-05
336,74,1,2020-02-15 05:09:17-05
337,74,2,2020-02-15 05:09:17-05
338,74,2,2020-02-15 05:09:17-05
339,75,2,2020-02-15 05:09:17-05
340,75,2,2020-02-15 05:09:17-05
341,75,2,2020-02-15 05:09:17-05
342,76,1,2020-02-15 05:09:17-05
343,76,1,2020-02-15 05:09:17-05
344,76,1,2020-02-15 05:09:17-05
345,77,1,2020-02-15 05:09:17-05
346,77,1,2020-02-15 05:09:17-05
347,77,1,2020-02-15 05:09:17-05
348,77,1,2020-02-15 05:09:17-05
349,77,2,2020-02-15 05:09:17-05
350,77,2,2020-02-15 05:09:17-05
351,78,1,2020-02-15 05:09:17-05
352,78,1,2020-02-15 05:09:17-05
353,78,1,2020-02-15 05:09:17-05
354,78,2,2020-02-15 05:09:17-05
355,78,2,2020-02-15 05:09:17-05
356,78,2,2020-02-15 05:09:17-05
357,78,2,2020-02-15 05:09:17-05
358,79,1,2020-02-15 05:09:17-05
359,79,1,2020-02-15 05:09:17-05
360,79,1,2020-02-15 05:09:17-05
361,79,2,2020-02-15 05:09:17-05
362,79,2,2020-02-15 05:09:17-05
363,79,2,2020-02-15 05:09:17-05
364,80,1,2020-02-15 05:09:17-05
365,80,1,2020-02-15 05:09:17-05
366,80,1,2020-02-15 05:09:17-05
367,80,1,2020-02-15 05:09:17-05
368,81,1,2020-02-15 05:09:17-05
369,81,1,2020-02-15 05:09:17-05
370,81,1,2020-02-15 05:09:17-05
371,81,1,2020-02-15 05:09:17-05
372,82,1,2020-02-15 05:09:17-05
373,82,1,2020-02-15 05:09:17-05
374,83,1,2020-02-15 05:09:17-05
375,83,1,2020-02-15 05:09:17-05
376,83,1,2020-02-15 05:09:17-05
377,83,2,2020-02-15 05:09:17-05
378,83,2,2020-02-15 05:09:17-05
379,84,1,2020-02-15 05:09:17-05
380,84,1,2020-02-15 05:09:17-05
381,84,1,2020-02-15 05:09:17-05
382,84,1,2020-02-15 05:09:17-05
383,85,2,2020-02-15 05:09:17-05
384,85,2,2020-02-15 05:09:17-05
385,85,2,2020-02-15 05:09:17-05
386,85,2,2020-02-15 05:09:17-05
387,86,1,2020-02-15 05:09:17-05
388,86,1,2020-02-15 05:09:17-05
389,86,1,2020-02-15 05:09:17-05
390,86,1,2020-02-15 05:09:17-05
391,86,2,2020-02-15 05:09:17-05
392,86,2,2020-02-15 05:09:17-05
393,86,2,2020-02-15 05:09:17-05
394,86,2,2020-02-15 05:09:17-05
395,88,2,2020-02-15 05:09:17-05
396,88,2,2020-02-15 05:09:17-05
397,88,2,2020-02-15 05:09:17-05
398,88,2,2020-02-15 05:09:17-05
399,89,1,2020-02-15 05:09:17-05
400,89,1,2020-02-15 05:09:17-05
401,89,1,2020-02-15 05:09:17-05
402,89,2,2020-02-15 05:09:17-05
403,89,2,2020-02-15 05:09:17-05
404,89,2,2020-02-15 05:09:17-05
405,90,1,2020-02-15 05:09:17-05
406,90,1,2020-02-15 05:09:17-05
407,90,1,2020-02-15 05:09:17-05
408,90,2,2020-02-15 05:09:17-05
409,90,2,2020-02-15 05:09:17-05
410,90,2,2020-02-15 05:09:17-05
411,91,1,2020-02-15 05:09:17-05
412,91,1,2020-02-15 05:09:17-05
413,91,1,2020-02-15 05:09:17-05
414,91,1,2020-02-15 05:09:17-05
415,91,2,2020-02-15 05:09:17-05
416,91,2,2020-02-15 05:09:17-05
417,91,2,2020-02-15 05:09:17-05
418,91,2,2020-02-15 05:09:17-05
419,92,1,2020-02-15 05:09:17-05
420,92,1,2020-02-15 05:09:17-05
421,92,2,2020-02-15 05:09:17-05
422,92,2,2020-02-15 05:09:17-05
423,93,2,2020-02-15 05:09:17-05
424,93,2,2020-02-15 05:09:17-05
425,93,2,2020-02-15 05:09:17-05
426,94,1,2020-02-15 05:09:17-05
427,94,1,2020-02-15 05:09:17-05
428,95,1,2020-02-15 05:09:17-05
429,95,1,2020-02-15 05:09:17-05
430,95,2,2020-02-15 05:09:17-05
431,95,2,2020-02-15 05:09:17-05
432,95,2,2020-02-15 05:09:17-05
433,96,1,2020-02-15 05:09:17-05
434,96,1,2020-02-15 05:09:17-05
435,96,1,2020-02-15 05:09:17-05
436,97,1,2020-02-15 05:09:17-05
437,97,1,2020-02-15 05:09:17-05
438,97,1,2020-02-15 05:09:17-05
439,97,1,2020-02-15 05:09:17-05
440,97,2,2020-02-15 05:09:17-05
441,97,2,2020-02-15 05:09:17-05
442,98,1,2020-02-15 05:09:17-05
443,98,1,2020-02-15 05:09:17-05
444,98,1,2020-02-15 05:09:17-05
445,99,1,2020-02-15 05:09:17-05
446,99,1,2020-02-15 05:09:17-05
447,99,1,2020-02-15 05:09:17-05
448,99,2,2020-02-15 05:09:17-05
449,99,2,2020-02-15 05:09:17-05
450,99,2,2020-02-15 05:09:17-05
451,100,1,2020-02-15 05:09:17-05
452,100,1,2020-02-15 05:09:17-05
453,100,1,2020-02-15 05:09:17-05
454,100,1,2020-02-15 05:09:17-05
455,100,2,2020-02-15 05:09:17-05
456,100,2,2020-02-15 05:09:17-05
457,101,1,2020-02-15 05:09:17-05
458,101,1,2020-02-15 05:09:17-05
459,101,1,2020-02-15 05:09:17-05
460,101,1,2020-02-15 05:09:17-05
461,101,2,2020-02-15 05:09:17-05
462,101,2,2020-02-15 05:09:17-05
463,102,2,2020-02-15 05:09:17-05
464,102,2,2020-02-15 05:09:17-05
465,103,1,2020-02-15 05:09:17-05
466,103,1,2020-02-15 05:09:17-05
467,103,1,2020-02-15 05:09:17-05
468,103,1,2020-02-15 05:09:17-05
469,103,2,2020-02-15 05:09:17-05
470,103,2,2020-02-15 05:09:17-05
471,103,2,2020-02-15 05:09:17-05
472,103,2,2020-02-15 05:09:17-05
473,104,2,2020-02-15 05:09:17-05
474,104,2,2020-02-15 05:09:17-05
475,104,2,2020-02-15 05:09:17-05
476,105,1,2020-02-15 05:09:17-05
477,105,1,2020-02-15 05:09:17-05
478,105,2,2020-02-15 05:09:17-05
479,105,2,2020-02-15 05:09:17-05
480,105,2,2020-02-15 05:09:17-05
481,106,1,2020-02-15 05:09:17-05
482,106,1,2020-02-15 05:09:17-05
483,107,2,2020-02-15 05:09:17-05
484,107,2,2020-02-15 05:09:17-05
485,109,1,2020-02-15 05:09:17-05
486,109,1,2020-02-15 05:09:17-05
487,109,1,2020-02-15 05:09:17-05
488,109,1,2020-02-15 05:09:17-05
489,109,2,2020-02-15 05:09:17-05
490,109,2,2020-02-15 05:09:17-05
491,109,2,2020-02-15 05:09:17-05
492,109,2,2020-02-15 05:09:17-05
493,110,1,2020-02-15 05:09:17-05
494,110,1,2020-02-15 05:09:17-05
495,110,1,2020-02-15 05:09:17-05
496,110,1,2020-02-15 05:09:17-05
497,111,2,2020-02-15 05:09:17-05
498,111,2,2020-02-15 05:09:17-05
499,111,2,2020-02-15 05:09:17-05
500,111,2,2020-02-15 05:09:17-05
501,112,1,2020-02-15 05:09:17-05
502,112,1,2020-02-15 05:09:17-05
503,112,1,2020-02-15 05:09:17-05
504,112,1,2020-02-15 05:09:17-05
505,112,2,2020-02-15 05:09:17-05
506,112,2,2020-02-15 05:09:17-05
507,112,2,2020-02-15 05:09:17-05
508,113,2,2020-02-15 05:09:17-05
509,113,2,2020-02-15 05:09:17-05
510,113,2,2020-02-15 05:09:17-05
511,113,2,2020-02-15 05:09:17-05
512,114,1,2020-02-15 05:09:17-05
513,114,1,2020-02-15 05:09:17-05
514,114,1,2020-02-15 05:09:17-05
515,114,1,2020-02-15 05:09:17-05
516,114,2,2020-02-15 05:09:17-05
517,114,2,2020-02-15 05:09:17-05
518,114,2,2020-02-15 05:09:17-05
519,115,1,2020-02-15 05:09:17-05
520,115,1,2020-02-15 05:09:17-05
521,115,1,2020-02-15 05:09:17-05
522,115,2,2020-02-15 05:09:17-05
523,115,2,2020-02-15 05:09:17-05
524,115,2,2020-02-15 05:09:17-05
525,115,2,2020-02-15 05:09:17-05
526,116,1,2020-02-15 05:09:17-05
527,116,1,2020-02-15 05:09:17-05
528,116,2,2020-02-15 05:09:17-05
529,116,2,2020-02-15 05:09:17-05
530,116,2,2020-02-15 05:09:17-05
531,116,2,2020-02-15 05:09:17-05
532,117,1,2020-02-15 05:09:17-05
533,117,1,2020-02-15 05:09:17-05
534,117,1,2020-02-15 05:09:17-05
535,117,1,2020-02-15 05:09:17-05
536,117,2,2020-02-15 05:09:17-05
537,117,2,2020-02-15 05:09:17-05
538,118,1,2020-02-15 05:09:17-05
539,118,1,2020-02-15 05:09:17-05
540,118,1,2020-02-15 05:09:17-05
541,118,1,2020-02-15 05:09:17-05
542,118,2,2020-02-15 05:09:17-05
543,118,2,2020-02-15 05:09:17-05
544,119,1,2020-02-15 05:09:17-05
545,119,1,2020-02-15 05:09:17-05
546,119,1,2020-02-15 05:09:17-05
547,119,2,2020-02-15 05:09:17-05
548,119,2,2020-02-15 05:09:17-05
549,119,2,2020-02-15 05:09:17-05
550,119,2,2020-02-15 05:09:17-05
551,120,1,2020-02-15 05:09:17-05
552,120,1,2020-02-15 05:09:17-05
553,120,1,2020-02-15 05:09:17-05
554,121,1,2020-02-15 05:09:17-05
555,121,1,2020-02-15 05:09:17-05
556,121,1,2020-02-15 05:09:17-05
557,121,2,2020-02-15 05:09:17-05
558,121,2,2020-02-15 05:09:17-05
559,121,2,2020-02-15 05:09:17-05
560,122,1,2020-02-15 05:09:17-05
561,122,1,2020-02-15 05:09:17-05
562,122,1,2020-02-15 05:09:17-05
563,122,1,2020-02-15 05:09:17-05
564,122,2,2020-02-15 05:09:17-05
565,122,2,2020-02-15 05:09:17-05
566,122,2,2020-02-15 05:09:17-05
567,123,1,2020-02-15 05:09:17-05
568,123,1,2020-02-15 05:09:17-05
569,123,2,2020-02-15 05:09:17-05
570,123,2,2020-02-15 05:09:17-05
571,123,2,2020-02-15 05:09:17-05
572,124,2,2020-02-15 05:09:17-05
573,124,2,2020-02-15 05:09:17-05
574,124,2,2020-02-15 05:09:17-05
575,125,2,2020-02-15 05:09:17-05
576,125,2,2020-02-15 05:09:17-05
577,126,2,2020-02-15 05:09:17-05
578,126,2,2020-02-15 05:09:17-05
579,126,2,2020-02-15 05:09:17-05
580,127,1,2020-02-15 05:09:17-05
581,127,1,2020-02-15 05:09:17-05
582,127,1,2020-02-15 05:09:17-05
583,127,1,2020-02-15 05:09:17-05
584,127,2,2020-02-15 05:09:17-05
585,127,2,2020-02-15 05:09:17-05
586,127,2,2020-02-15 05:09:17-05
587,127,2,2020-02-15 05:09:17-05
588,129,1,2020-02-15 05:09:17-05
589,129,1,2020-02-15 05:09:17-05
590,129,1,2020-02-15 05:09:17-05
591,129,2,2020-02-15 05:09:17-05
592,129,2,2020-02-15 05:09:17-05
593,129,2,2020-02-15 05:09:17-05
594,130,1,2020-02-15 05:09:17-05
595,130,1,2020-02-15 05:09:17-05
596,130,2,2020-02-15 05:09:17-05
597,130,2,2020-02-15 05:09:17-05
598,130,2,2020-02-15 05:09:17-05
599,130,2,2020-02-15 05:09:17-05
600,131,1,2020-02-15 05:09:17-05
601,131,1,2020-02-15 05:09:17-05
602,131,1,2020-02-15 05:09:17-05
603,131,1,2020-02-15 05:09:17-05
604,131,2,2020-02-15 05:09:17-05
605,131,2,2020-02-15 05:09:17-05
606,132,1,2020-02-15 05:09:17-05
607,132,1,2020-02-15 05:09:17-05
608,132,1,2020-02-15 05:09:17-05
609,132,1,2020-02-15 05:09:17-05
610,132,2,2020-02-15 05:09:17-05
611,132,2,2020-02-15 05:09:17-05
612,133,1,2020-02-15 05:09:17-05
613,133,1,2020-02-15 05:09:17-05
614,133,2,2020-02-15 05:09:17-05
615,133,2,2020-02-15 05:09:17-05
616,134,2,2020-02-15 05:09:17-05
617,134,2,2020-02-15 05:09:17-05
618,134,2,2020-02-15 05:09:17-05
619,135,1,2020-02-15 05:09:17-05
620,135,1,2020-02-15 05:09:17-05
621,135,1,2020-02-15 05:09:17-05
622,135,2,2020-02-15 05:09:17-05
623,135,2,2020-02-15 05:09:17-05
624,135,2,2020-02-15 05:09:17-05
625,135,2,2020-02-15 05:09:17-05
626,136,1,2020-02-15 05:09:17-05
627,136,1,2020-02-15 05:09:17-05
628,136,1,2020-02-15 05:09:17-05
629,137,2,2020-02-15 05:09:17-05
630,137,2,2020-02-15 05:09:17-05
631,137,2,2020-02-15 05:09:17-05
632,137,2,2020-02-15 05:09:17-05
633,138,1,2020-02-15 05:09:17-05
634,138,1,2020-02-15 05:09:17-05
635,138,2,2020-02-15 05:09:17-05
636,138,2,2020-02-15 05:09:17-05
637,138,2,2020-02-15 05:09:17-05
638,139,1,2020-02-15 05:09:17-05
639,139,1,2020-02-15 05:09:17-05
640,139,1,2020-02-15 05:09:17-05
641,139,1,2020-02-15 05:09:17-05
642,139,2,2020-02-15 05:09:17-05
643,139,2,2020-02-15 05:09:17-05
644,140,1,2020-02-15 05:09:17-05
645,140,1,2020-02-15 05:09:17-05
646,140,2,2020-02-15 05:09:17-05
647,140,2,2020-02-15 05:09:17-05
648,140,2,2020-02-15 05:09:17-05
649,141,1,2020-02-15 05:09:17-05
650,141,1,2020-02-15 05:09:17-05
651,141,1,2020-02-15 05:09:17-05
652,141,2,2020-02-15 05:09:17-05
653,141,2,2020-02-15 05:09:17-05
654,142,1,2020-02-15 05:09:17-05
655,142,1,2020-02-15 05:09:17-05
656,142,1,2020-02-15 05:09:17-05
657,142,2,2020-02-15 05:09:17-05
658,142,2,2020-02-15 05:09:17-05
659,143,1,2020-02-15 05:09:17-05
660,143,1,2020-02-15 05:09:17-05
661,143,1,2020-02-15 05:09:17-05
662,143,1,2020-02-15 05:09:17-05
663,143,2,2020-02-15 05:09:17-05
664,143,2,2020-02-15 05:09:17-05
